ID_Demanda,Origen,Destino,Cantidad de Enlaces,Velocidad [Gbps],Ruta
R183,San Sebastian,CABA,1,200,San Sebastian - Estacion Cullen - El Condor - Rio Gallegos - Luis Piedrabuena - Puerto San Julian - Jaramillo - Caleta Olivia - Comodoro Rivadavia - Rawson - Trelew - Puerto Madryn - Sierra Grande - San Antonio Oeste - General Conesa - Rio Colorado - Algarrobo - Bahia Blanca - Tres Arroyos - Mar Del Plata - Pinamar - Las Toninas - Abasto - Marcos Paz - Benavidez - CABA
R184,Mercedes,San Pedro BsAs,1,300,Mercedes - Lujan - Benavidez - Campana - Zarate - Baradero - San Pedro BsAs
R185,Colonia Las Heras,Santa Rosa (Mza),1,100,Colonia Las Heras - Perito Moreno - Rio Mayo - Alto Rio Senguer - J. de San Martin - Tecka - Esquel - Epuyen - El Foyel - San Carlos de Bariloche - Dina Huapi - Villa La Angostura - San Martin de los Andes - Junin de los Andes - Zapala - Chos Malal - Buta Ranquil - Malargue - San Rafael - Tunuyan - Mendoza - Santa Rosa (Mza)
R186,Pinamar,9 De Julio,1,100,Pinamar - Las Toninas - Abasto - Cañuelas - Lujan - Mercedes - Chivilcoy - Bragado - 9 De Julio
R187,Tostado,Parana,1,100,Tostado - Ceres - Sunchales - Rafaela - Santa Fe - Parana
R188,Arrecifes,San Juan,1,400,Arrecifes - San Antonio De Areco - Benavidez - Campana - Zarate - Baradero - San Pedro BsAs - San Nicolas de los Arroyos - Rosario - San Fabian - Santa Fe - Rafaela - San Francisco - Arroyito - Cordoba - La Falda - Serrezuela - San Juan
R189,La Falda,Embarcacion,1,200,La Falda - Cordoba - Patquia - Chilecito - Belen - Santa Maria - San Antonio de los Cobres - La Quiaca - Humahuaca - San Salvador de Jujuy - San Pedro Jujuy - Lib Gral San Martin - Embarcacion
R190,Colonia Las Heras,Trelew,1,400,Colonia Las Heras - Pico Truncado - Caleta Olivia - Comodoro Rivadavia - Rawson - Trelew
R191,Ceres,Epuyen,1,100,Ceres - Sunchales - Rafaela - San Francisco - Arroyito - Cordoba - Corralito - Hernando - Chucul - V. Mercedes - San Luis - Santa Rosa (Mza) - Mendoza - Tunuyan - San Rafael - Malargue - Buta Ranquil - Chos Malal - Zapala - Junin de los Andes - San Martin de los Andes - Villa La Angostura - Dina Huapi - San Carlos de Bariloche - El Foyel - Epuyen
R192,Bragado,Lib Gral San Martin,1,400,Bragado - Chivilcoy - Mercedes - Lujan - Benavidez - San Antonio De Areco - Arrecifes - Pergamino - Rosario - San Fabian - Santa Fe - Rafaela - Sunchales - Ceres - Tostado - Añatuya - Santiago del Estero - San Miguel de Tucuman - Choromoro - San Jose de Metan - Salta - San Salvador de Jujuy - San Pedro Jujuy - Lib Gral San Martin
R193,Resistencia,Campana,1,400,Resistencia - Corrientes - Bellavista - Goya - La Paz - Parana - Concordia - Concepcion del Uruguay - Zarate - Campana
R194,Esperanza (StaCruz),Epuyen,1,300,Esperanza (StaCruz) - El Calafate - Tres lagos - Gobernador Gregores - Bajo Caracoles - Perito Moreno - Rio Mayo - Alto Rio Senguer - J. de San Martin - Tecka - Esquel - Epuyen
R195,Puerto San Julian,San Rafael,1,100,Puerto San Julian - Luis Piedrabuena - Rio Gallegos - Esperanza (StaCruz) - El Calafate - Tres lagos - Gobernador Gregores - Bajo Caracoles - Perito Moreno - Rio Mayo - Alto Rio Senguer - J. de San Martin - Tecka - Esquel - Epuyen - El Foyel - San Carlos de Bariloche - Dina Huapi - Villa La Angostura - San Martin de los Andes - Junin de los Andes - Zapala - Chos Malal - Buta Ranquil - Malargue - San Rafael
R196,San Marcos,La Plata,1,200,San Marcos - Leones - Cañada De Gomez - Rosario - Pergamino - Arrecifes - San Antonio De Areco - Benavidez - CABA - La Plata
R197,Mendoza,Rio Gallegos,1,400,Mendoza - Tunuyan - San Rafael - Malargue - Buta Ranquil - Chos Malal - Zapala - Junin de los Andes - San Martin de los Andes - Villa La Angostura - Dina Huapi - San Carlos de Bariloche - El Foyel - Epuyen - Esquel - Tecka - J. de San Martin - Alto Rio Senguer - Rio Mayo - Perito Moreno - Bajo Caracoles - Gobernador Gregores - Tres lagos - El Calafate - Esperanza (StaCruz) - Rio Gallegos
R198,Santiago del Estero,El Condor,1,300,Santiago del Estero - Frias - Dean Funes - Jesus Maria - Cordoba - Manfredi - Villa Maria - San Marcos - Leones - Cañada De Gomez - Rosario - San Nicolas de los Arroyos - San Pedro BsAs - Baradero - Zarate - Campana - Benavidez - Marcos Paz - Abasto - Chascomus - Dolores - Las Armas - Mar Del Plata - Tres Arroyos - Bahia Blanca - Viedma - San Antonio Oeste - Sierra Grande - Puerto Madryn - Trelew - Rawson - Comodoro Rivadavia - Caleta Olivia - Jaramillo - Puerto San Julian - Luis Piedrabuena - Rio Gallegos - El Condor
R199,Ceres,V. Mercedes,1,100,Ceres - Sunchales - Rafaela - San Francisco - Arroyito - Cordoba - Corralito - Hernando - Chucul - V. Mercedes
R200,Jaramillo,Tres lagos,1,200,Jaramillo - Puerto San Julian - Luis Piedrabuena - Rio Gallegos - Esperanza (StaCruz) - El Calafate - Tres lagos
